id,idade,genero,estado,curso_faculdade,ano_formatura,possui_estagio,cursos_extras,certificacoes,linguagens_conhecidas,tecnologias_domina,tempo_busca_meses,vagas_aplicadas,entrevistas_realizadas,rejeicoes_recebidas,feedbacks_recebidos,trabalhos_freelancer,maior_dificuldade,sentiu_preparado,participou_programas_treinamento,contatos_profissionais,conseguiu_emprego,tempo_ate_emprego,tipo_empresa,tipo_contrato
257,21,Feminino,SC,"Análise de Sistemas",2015,1,"Curso de Cloud","Certificado Azure",Ruby,Angular,10,122,22,42,0,0,"Despreparo técnico",1,0,34,1,8,"Empresa Média",Freelancer
258,32,Feminino,DF,"Redes de Computadores",2023,0,"Curso de Dados","Certificado Azure",Java,Angular,0,126,3,37,6,0,"Pouco networking",1,0,41,0,12,"Empresa Média",CLT
259,23,Feminino,SP,"Engenharia da Computação",2023,0,"Curso de Python",Nenhum,Go,.NET,10,150,13,49,11,1,"Mercado competitivo",1,0,35,1,10,Startup,Temporário
260,25,Outro,MG,"Sistemas de Informação",2025,1,"Curso de Python",Nenhum,C#,React,11,26,5,29,7,0,"Pouco networking",1,1,4,0,11,Multinacional,Temporário
261,21,Feminino,RJ,"Ciência da Computação",2024,0,"Curso de SQL","Certificado Azure",Python,.NET,17,87,1,44,5,1,"Pouco networking",1,0,6,1,6,Multinacional,Freelancer
262,23,Masculino,SC,"Análise de Sistemas",2015,0,"Curso de SQL","Certificado Azure",JavaScript,Angular,20,111,8,37,18,0,"Falta de experiência",1,1,29,1,7,"Órgão Público",PJ
263,24,Feminino,SC,"Análise de Sistemas",2025,1,Nenhum,"Certificado Oracle",PHP,Angular,21,188,1,17,13,0,"Mercado competitivo",1,0,43,1,12,Startup,Freelancer
264,31,Outro,RS,"Ciência da Computação",2015,0,"Curso de SQL","Certificado AWS",Ruby,Flutter,18,60,4,44,19,0,"Não sei o que melhorar",1,1,28,1,4,"Órgão Público",Freelancer
265,23,Feminino,PE,"Sistemas de Informação",2021,1,Nenhum,"Certificado Oracle",TypeScript,.NET,13,76,7,6,18,0,"Falta de experiência",1,0,26,0,7,Multinacional,Temporário
266,20,Outro,SP,"Engenharia da Computação",2023,1,"Curso de SQL","Certificado Azure",Go,Spring,22,174,16,2,13,0,"Mercado competitivo",1,1,6,1,4,"Órgão Público",Freelancer
267,32,Outro,SC,"Sistemas de Informação",2017,1,"Curso de Dados",Nenhum,Java,Node.js,21,102,27,0,5,0,"Mercado competitivo",1,0,41,0,5,"Empresa Média",Estágio
268,27,Feminino,BA,"Engenharia da Computação",2020,1,"Curso de Cloud","Certificado Oracle",Go,Flutter,20,54,25,17,5,0,"Despreparo técnico",1,1,12,1,8,"Grande Empresa",Estágio
269,28,Feminino,PR,"Ciência da Computação",2025,1,"Curso de Cloud","Certificado Oracle",Java,.NET,12,52,22,49,13,0,"Despreparo técnico",0,0,40,0,7,"Grande Empresa",Estágio
270,27,Feminino,RS,"Ciência da Computação",2018,0,"Curso de Cloud",Nenhum,JavaScript,Django,5,182,26,36,19,0,"Pouco networking",1,0,14,1,11,"Grande Empresa",Freelancer
271,27,Outro,PR,"Engenharia da Computação",2019,0,Nenhum,"Certificado AWS",JavaScript,Angular,18,2,24,1,14,0,"Mercado competitivo",1,1,40,0,1,Startup,CLT
272,20,Outro,RJ,"Ciência da Computação",2018,1,"Curso de Cloud","Certificado AWS",Ruby,Laravel,16,2,28,35,14,0,"Pouco networking",1,0,32,1,7,Multinacional,Freelancer
273,18,Outro,MG,"Engenharia da Computação",2024,1,"Curso de Python","Certificado AWS",C#,.NET,9,99,9,5,11,0,"Pouco networking",1,0,19,0,10,Multinacional,Estágio
274,18,Outro,RJ,"Engenharia da Computação",2023,0,"Curso de Python",Nenhum,Ruby,Node.js,5,191,4,43,17,1,"Mercado competitivo",0,1,26,1,9,"Grande Empresa",Freelancer
275,24,Feminino,RJ,"Análise de Sistemas",2019,1,"Curso de Dados","Certificado Azure",C#,Spring,1,117,21,44,5,0,"Pouco networking",1,0,28,0,9,Startup,CLT
276,24,Outro,RS,"Análise de Sistemas",2023,1,Nenhum,"Certificado Azure",C#,Angular,9,62,9,35,10,0,"Mercado competitivo",0,0,15,1,8,Multinacional,Temporário
277,19,Feminino,SC,"Engenharia da Computação",2021,0,"Curso de Cloud",Nenhum,C#,Node.js,23,152,28,19,2,0,"Mercado competitivo",0,0,12,1,3,Multinacional,Estágio
278,30,Feminino,RJ,"Ciência da Computação",2019,1,Nenhum,"Certificado Azure",PHP,.NET,16,7,2,14,3,0,"Mercado competitivo",1,0,15,1,7,"Empresa Média",CLT
279,24,Outro,PR,"Sistemas de Informação",2016,1,"Curso de SQL","Certificado Google",JavaScript,.NET,16,32,23,18,10,0,"Pouco networking",1,0,42,0,4,"Órgão Público",CLT
280,25,Masculino,RS,"Engenharia da Computação",2020,1,"Curso de Python","Certificado AWS",PHP,Laravel,5,142,24,47,6,1,"Falta de experiência",1,0,22,1,3,"Órgão Público",Temporário
281,19,Masculino,SP,"Ciência da Computação",2017,1,"Curso de Frontend","Certificado Oracle",Python,Angular,10,143,8,14,11,1,"Falta de experiência",1,0,40,1,3,Multinacional,CLT
282,27,Feminino,RJ,"Redes de Computadores",2015,1,"Curso de Dados",Nenhum,Go,React,6,20,21,17,11,1,"Falta de experiência",0,0,25,1,3,Startup,Estágio
283,31,Outro,RS,"Ciência da Computação",2021,1,"Curso de Dados",Nenhum,PHP,React,9,172,4,11,12,0,"Mercado competitivo",1,0,34,0,1,Multinacional,PJ
284,18,Feminino,DF,"Redes de Computadores",2019,1,Nenhum,"Certificado Azure",Python,.NET,23,120,1,20,17,0,"Mercado competitivo",0,0,46,1,8,"Órgão Público",CLT
285,22,Masculino,PR,"Análise de Sistemas",2020,0,"Curso de SQL",Nenhum,Ruby,Angular,14,88,12,33,3,1,"Mercado competitivo",0,1,21,0,5,Multinacional,Temporário
286,18,Masculino,DF,"Sistemas de Informação",2020,1,"Curso de Cloud","Certificado Google",PHP,Angular,3,66,5,42,15,0,"Não sei o que melhorar",1,1,29,1,2,"Órgão Público",Freelancer
287,26,Feminino,PR,"Redes de Computadores",2021,0,"Curso de Cloud",Nenhum,Ruby,Django,14,12,15,20,9,0,"Mercado competitivo",0,0,30,1,7,"Órgão Público",Estágio
288,32,Masculino,BA,"Ciência da Computação",2020,1,Nenhum,"Certificado AWS",Go,Flutter,22,141,21,25,7,0,"Mercado competitivo",1,0,0,0,2,"Grande Empresa",Estágio
289,29,Masculino,MG,"Engenharia da Computação",2023,0,Nenhum,"Certificado Azure",Go,Laravel,1,164,25,42,13,1,"Despreparo técnico",1,1,42,0,8,Multinacional,PJ
290,19,Masculino,PR,"Engenharia da Computação",2023,0,"Curso de SQL","Certificado AWS",PHP,React,7,128,6,8,4,0,"Falta de experiência",1,0,33,1,11,"Grande Empresa",PJ
291,32,Outro,SC,"Redes de Computadores",2019,0,"Curso de Dados","Certificado AWS",PHP,Laravel,8,21,15,10,10,1,"Não sei o que melhorar",0,0,12,1,8,Startup,Temporário
292,21,Outro,DF,"Redes de Computadores",2025,1,Nenhum,Nenhum,Java,Django,12,129,21,32,2,0,"Mercado competitivo",1,1,31,0,8,Multinacional,Temporário
293,22,Feminino,RS,"Análise de Sistemas",2024,1,"Curso de Frontend",Nenhum,Ruby,React,17,118,23,6,6,0,"Não sei o que melhorar",0,0,38,1,12,"Órgão Público",Estágio
294,26,Feminino,BA,"Engenharia da Computação",2016,1,"Curso de Cloud",Nenhum,Java,Flutter,23,59,15,31,12,0,"Pouco networking",1,0,0,1,2,Startup,PJ
295,23,Outro,PE,"Sistemas de Informação",2016,1,"Curso de Python","Certificado AWS",Java,Spring,15,86,5,28,7,0,"Falta de experiência",1,0,16,0,2,"Empresa Média",Freelancer
296,20,Outro,PR,"Redes de Computadores",2020,1,"Curso de Cloud","Certificado Oracle",C#,Angular,20,149,6,40,9,1,"Despreparo técnico",1,1,0,1,7,Multinacional,Estágio
297,30,Feminino,BA,"Ciência da Computação",2023,1,"Curso de Dados",Nenhum,PHP,React,13,127,14,28,7,0,"Falta de experiência",1,0,26,0,5,"Órgão Público",CLT
298,26,Outro,DF,"Engenharia da Computação",2025,1,"Curso de Cloud","Certificado AWS",TypeScript,.NET,16,7,3,25,3,0,"Despreparo técnico",0,0,4,0,4,"Grande Empresa",Temporário
299,28,Feminino,MG,"Análise de Sistemas",2017,1,"Curso de Frontend","Certificado Oracle",Go,Spring,22,193,29,4,9,0,"Não sei o que melhorar",0,1,44,0,6,"Empresa Média",Temporário
300,21,Outro,PR,"Análise de Sistemas",2023,1,"Curso de SQL","Certificado AWS",JavaScript,React,5,142,28,29,2,1,"Não sei o que melhorar",1,0,10,0,1,"Empresa Média",PJ
301,31,Feminino,PR,"Engenharia da Computação",2024,1,"Curso de Frontend","Certificado Google",JavaScript,Django,3,147,8,8,19,0,"Mercado competitivo",1,1,15,0,6,"Grande Empresa",Estágio
302,22,Feminino,SP,"Sistemas de Informação",2021,1,Nenhum,"Certificado Azure",JavaScript,Angular,19,80,17,37,19,0,"Não sei o que melhorar",1,1,15,1,9,"Empresa Média",Temporário
303,25,Feminino,MG,"Ciência da Computação",2019,1,"Curso de Frontend","Certificado Azure",C#,Django,16,57,10,45,10,1,"Pouco networking",1,1,35,0,4,"Órgão Público",CLT
304,26,Feminino,RJ,"Sistemas de Informação",2019,0,"Curso de SQL","Certificado Google",TypeScript,Spring,5,100,23,21,16,1,"Pouco networking",1,1,28,0,8,"Empresa Média",PJ
305,30,Masculino,DF,"Sistemas de Informação",2018,0,"Curso de Frontend","Certificado Oracle",Python,Django,12,88,19,46,14,1,"Não sei o que melhorar",0,1,4,1,7,"Órgão Público",Freelancer
306,25,Outro,SC,"Ciência da Computação",2017,1,"Curso de Python","Certificado Oracle",Java,Django,0,192,21,31,1,0,"Falta de experiência",1,0,33,0,11,Multinacional,CLT
307,24,Outro,SC,"Redes de Computadores",2019,1,"Curso de Cloud","Certificado Google",C#,Laravel,3,52,25,23,16,0,"Não sei o que melhorar",0,0,33,1,6,"Empresa Média",PJ
308,29,Outro,RJ,"Análise de Sistemas",2017,1,"Curso de Cloud","Certificado Oracle",JavaScript,Laravel,21,185,29,3,8,1,"Não sei o que melhorar",0,0,39,1,6,"Órgão Público",PJ
309,30,Masculino,RS,"Engenharia da Computação",2023,1,"Curso de Dados","Certificado Oracle",PHP,Spring,18,48,26,30,9,0,"Não sei o que melhorar",1,1,42,1,3,"Empresa Média",Temporário
310,28,Feminino,DF,"Análise de Sistemas",2018,1,"Curso de Frontend","Certificado AWS",JavaScript,Django,6,35,2,48,10,1,"Falta de experiência",0,1,41,0,1,"Empresa Média",Temporário
311,24,Masculino,RJ,"Ciência da Computação",2017,1,"Curso de Frontend",Nenhum,C#,Django,16,86,1,49,16,0,"Não sei o que melhorar",0,0,28,0,10,"Órgão Público",Estágio
312,21,Outro,RJ,"Análise de Sistemas",2018,1,"Curso de Dados","Certificado Oracle",TypeScript,React,19,177,28,3,9,0,"Não sei o que melhorar",1,0,26,0,12,"Empresa Média",CLT
313,26,Feminino,RS,"Ciência da Computação",2019,1,"Curso de SQL","Certificado AWS",JavaScript,Flutter,7,158,2,49,15,1,"Falta de experiência",1,0,0,1,8,Multinacional,Estágio
314,24,Outro,SP,"Sistemas de Informação",2021,1,"Curso de Python",Nenhum,Java,React,18,151,12,44,3,0,"Falta de experiência",1,1,43,1,5,"Grande Empresa",Estágio
315,28,Masculino,PR,"Sistemas de Informação",2019,1,"Curso de Cloud","Certificado Azure",Java,Django,23,178,15,41,12,1,"Despreparo técnico",0,1,47,1,12,Multinacional,PJ
316,25,Feminino,PR,"Análise de Sistemas",2018,1,"Curso de SQL","Certificado Azure",PHP,Spring,20,132,23,46,5,0,"Falta de experiência",1,0,49,1,10,"Empresa Média",CLT
317,27,Outro,PE,"Engenharia da Computação",2023,1,"Curso de Cloud",Nenhum,TypeScript,Laravel,20,113,9,47,15,1,"Mercado competitivo",0,0,48,1,3,Startup,Temporário
318,26,Feminino,RJ,"Engenharia da Computação",2025,1,"Curso de Frontend","Certificado Azure",Ruby,Laravel,19,117,13,23,0,0,"Falta de experiência",1,0,24,0,10,"Grande Empresa",Freelancer
319,25,Feminino,SP,"Análise de Sistemas",2022,0,"Curso de Python","Certificado Oracle",Ruby,React,18,184,7,22,9,0,"Pouco networking",1,1,20,0,10,"Grande Empresa",Temporário
320,31,Feminino,RJ,"Sistemas de Informação",2015,1,"Curso de Cloud","Certificado AWS",Java,Flutter,22,8,10,32,3,1,"Falta de experiência",0,1,4,1,11,"Grande Empresa",Estágio
321,20,Masculino,DF,"Redes de Computadores",2015,0,"Curso de SQL","Certificado Oracle",Ruby,Django,0,178,12,20,16,1,"Falta de experiência",0,1,22,0,1,Startup,PJ
322,21,Masculino,BA,"Sistemas de Informação",2018,1,"Curso de Dados","Certificado Azure",C#,Django,11,55,29,8,16,1,"Não sei o que melhorar",1,0,49,1,8,"Órgão Público",Freelancer
323,26,Masculino,SC,"Sistemas de Informação",2019,1,"Curso de Cloud",Nenhum,PHP,Angular,17,59,8,26,15,0,"Não sei o que melhorar",1,1,12,0,1,Multinacional,CLT
324,22,Feminino,PE,"Análise de Sistemas",2020,1,Nenhum,"Certificado AWS",C#,Django,14,151,1,44,7,0,"Despreparo técnico",1,1,48,1,10,"Grande Empresa",Temporário
325,22,Masculino,RJ,"Engenharia da Computação",2018,1,"Curso de Python","Certificado AWS",Go,Django,11,64,5,0,9,0,"Pouco networking",1,0,32,1,9,Startup,Freelancer
326,26,Masculino,DF,"Sistemas de Informação",2024,0,Nenhum,"Certificado Azure",Ruby,Flutter,7,164,4,11,15,0,"Falta de experiência",1,0,4,0,12,"Grande Empresa",Freelancer
327,28,Outro,DF,"Ciência da Computação",2019,1,"Curso de SQL","Certificado Google",Java,.NET,15,186,22,49,14,0,"Não sei o que melhorar",0,0,31,0,10,"Empresa Média",Estágio
328,29,Masculino,RJ,"Ciência da Computação",2015,1,"Curso de Python","Certificado AWS",Ruby,Django,20,36,12,25,5,1,"Mercado competitivo",0,0,33,1,4,"Grande Empresa",Freelancer
329,21,Masculino,SP,"Análise de Sistemas",2023,1,"Curso de Frontend","Certificado Oracle",Ruby,Flutter,2,141,7,9,3,0,"Despreparo técnico",1,1,33,0,12,Multinacional,Freelancer
330,23,Outro,BA,"Redes de Computadores",2025,0,Nenhum,"Certificado AWS",PHP,Node.js,11,139,29,43,7,0,"Falta de experiência",1,0,34,0,4,"Grande Empresa",Estágio
331,25,Outro,RS,"Análise de Sistemas",2019,1,"Curso de Frontend","Certificado AWS",Go,Laravel,7,176,15,47,3,0,"Não sei o que melhorar",1,0,41,0,2,"Empresa Média",PJ
332,29,Outro,RJ,"Análise de Sistemas",2024,0,"Curso de Frontend","Certificado Google",Python,Angular,15,164,4,14,19,1,"Falta de experiência",0,0,22,1,5,Multinacional,Estágio
333,23,Feminino,PE,"Sistemas de Informação",2017,0,"Curso de Python",Nenhum,C#,Django,11,80,17,38,0,1,"Falta de experiência",0,1,36,0,11,"Órgão Público",PJ
334,22,Outro,BA,"Sistemas de Informação",2022,0,"Curso de Cloud","Certificado Azure",Go,Django,15,11,9,17,16,0,"Não sei o que melhorar",1,0,20,1,8,Startup,Estágio
335,27,Feminino,PE,"Análise de Sistemas",2021,1,"Curso de SQL","Certificado Oracle",Java,.NET,11,35,12,26,8,0,"Mercado competitivo",1,0,30,1,2,Startup,Estágio
336,27,Outro,SP,"Sistemas de Informação",2018,1,"Curso de Dados","Certificado Azure",PHP,Django,9,198,23,44,3,0,"Falta de experiência",0,0,12,1,3,Startup,PJ
337,18,Masculino,SP,"Análise de Sistemas",2019,1,"Curso de Frontend",Nenhum,JavaScript,.NET,20,196,9,34,8,0,"Pouco networking",0,0,35,0,7,Multinacional,Estágio
338,30,Feminino,PE,"Engenharia da Computação",2020,1,"Curso de Python","Certificado Azure",Java,React,23,118,29,8,18,0,"Mercado competitivo",1,0,7,1,6,"Grande Empresa",PJ
339,25,Outro,MG,"Engenharia da Computação",2016,0,"Curso de Dados","Certificado AWS",Python,Laravel,3,61,1,16,10,0,"Despreparo técnico",1,0,0,0,11,"Órgão Público",Freelancer
340,25,Outro,SP,"Análise de Sistemas",2017,0,Nenhum,"Certificado AWS",TypeScript,Django,22,97,19,35,13,0,"Falta de experiência",1,1,37,0,9,"Órgão Público",Temporário
341,32,Feminino,SC,"Ciência da Computação",2023,1,"Curso de SQL","Certificado Oracle",Ruby,Django,19,37,13,32,17,0,"Não sei o que melhorar",1,0,4,0,9,"Grande Empresa",CLT
342,28,Feminino,DF,"Redes de Computadores",2022,1,"Curso de Cloud",Nenhum,Ruby,React,2,37,19,37,16,1,"Pouco networking",0,0,6,0,9,"Órgão Público",Temporário
343,28,Feminino,SC,"Redes de Computadores",2017,0,"Curso de SQL","Certificado Google",Ruby,Angular,1,188,15,39,7,0,"Não sei o que melhorar",0,1,32,1,11,Multinacional,Temporário
344,28,Feminino,PR,"Ciência da Computação",2024,0,"Curso de Dados",Nenhum,Python,Django,12,75,9,22,5,0,"Pouco networking",1,0,41,1,1,Startup,Estágio
345,23,Masculino,SC,"Ciência da Computação",2018,1,"Curso de SQL","Certificado Google",PHP,.NET,11,191,12,7,10,0,"Pouco networking",1,0,0,1,10,Startup,Temporário
346,28,Masculino,RJ,"Redes de Computadores",2016,0,"Curso de Dados","Certificado Google",PHP,.NET,20,173,21,0,18,0,"Despreparo técnico",0,0,34,0,4,"Órgão Público",Freelancer
347,31,Feminino,PE,"Redes de Computadores",2022,1,"Curso de SQL","Certificado Oracle",Java,Angular,7,16,13,1,16,1,"Pouco networking",1,0,44,0,2,Startup,PJ
348,23,Outro,RJ,"Engenharia da Computação",2025,1,"Curso de SQL","Certificado Oracle",Ruby,.NET,22,61,22,43,1,0,"Pouco networking",0,0,42,1,9,Multinacional,CLT
349,31,Masculino,RS,"Redes de Computadores",2018,1,Nenhum,"Certificado Oracle",JavaScript,React,20,8,20,10,1,0,"Não sei o que melhorar",0,0,27,0,5,Multinacional,PJ
350,30,Outro,MG,"Engenharia da Computação",2016,1,"Curso de SQL","Certificado Azure",C#,Django,3,158,15,12,12,0,"Pouco networking",1,1,19,0,7,Startup,CLT
351,22,Outro,SP,"Ciência da Computação",2017,1,"Curso de Dados",Nenhum,JavaScript,React,8,71,23,38,10,0,"Falta de experiência",1,0,1,1,6,Startup,Freelancer
352,26,Masculino,DF,"Engenharia da Computação",2018,0,"Curso de SQL","Certificado Google",Python,.NET,13,135,21,25,7,0,"Não sei o que melhorar",1,1,47,0,5,"Órgão Público",CLT
353,22,Outro,SC,"Ciência da Computação",2021,1,"Curso de Cloud",Nenhum,Ruby,React,3,99,1,34,7,1,"Despreparo técnico",0,1,34,1,11,Multinacional,Estágio
354,21,Outro,SC,"Ciência da Computação",2019,0,"Curso de Frontend","Certificado Google",C#,Node.js,18,183,7,23,13,1,"Pouco networking",0,0,26,0,10,Startup,CLT
355,19,Masculino,SP,"Análise de Sistemas",2025,1,Nenhum,"Certificado AWS",Python,Flutter,7,174,12,26,7,0,"Pouco networking",1,1,20,1,2,"Órgão Público",Estágio
356,30,Feminino,MG,"Redes de Computadores",2022,1,"Curso de Cloud","Certificado Azure",PHP,Laravel,1,189,16,47,1,0,"Pouco networking",0,0,2,1,10,Startup,Estágio
357,18,Outro,BA,"Ciência da Computação",2024,1,Nenhum,Nenhum,JavaScript,Spring,7,184,21,43,2,0,"Não sei o que melhorar",0,0,38,1,9,"Órgão Público",Temporário
358,30,Masculino,BA,"Ciência da Computação",2016,0,"Curso de Dados",Nenhum,Java,Flutter,9,5,29,45,10,0,"Pouco networking",1,0,13,0,10,"Grande Empresa",PJ
359,29,Outro,BA,"Análise de Sistemas",2015,0,"Curso de Dados","Certificado Oracle",Go,Node.js,11,71,11,44,4,0,"Não sei o que melhorar",1,1,38,0,6,"Órgão Público",Estágio
360,22,Masculino,PR,"Engenharia da Computação",2015,1,"Curso de SQL","Certificado AWS",Go,Node.js,6,81,7,0,5,0,"Falta de experiência",0,0,38,1,8,"Grande Empresa",CLT
361,21,Feminino,PR,"Sistemas de Informação",2020,0,"Curso de Dados",Nenhum,Python,Django,8,134,7,10,6,1,"Não sei o que melhorar",0,0,18,1,3,Startup,Temporário
362,23,Outro,PE,"Redes de Computadores",2025,1,Nenhum,"Certificado Oracle",PHP,Node.js,11,122,17,3,11,1,"Falta de experiência",0,0,31,0,10,Multinacional,Freelancer
363,20,Masculino,SP,"Engenharia da Computação",2016,1,"Curso de Dados","Certificado Azure",C#,.NET,8,83,1,3,2,0,"Despreparo técnico",0,0,2,1,1,"Grande Empresa",Freelancer
364,28,Outro,PE,"Sistemas de Informação",2021,1,"Curso de Cloud",Nenhum,Go,Laravel,21,3,14,15,1,0,"Mercado competitivo",1,0,39,1,2,Startup,PJ
365,31,Outro,RS,"Análise de Sistemas",2025,1,"Curso de Dados","Certificado Azure",JavaScript,Angular,21,156,6,38,3,0,"Despreparo técnico",1,1,33,1,4,"Órgão Público",PJ
366,27,Feminino,RJ,"Ciência da Computação",2019,1,"Curso de Python",Nenhum,PHP,.NET,0,4,29,44,8,0,"Mercado competitivo",1,0,9,1,6,"Órgão Público",Freelancer
367,28,Outro,MG,"Análise de Sistemas",2023,1,"Curso de Python","Certificado Azure",PHP,Node.js,20,82,14,5,2,0,"Falta de experiência",1,0,6,0,2,"Empresa Média",Freelancer
368,31,Outro,DF,"Análise de Sistemas",2019,0,"Curso de Dados",Nenhum,Java,.NET,12,76,9,22,6,0,"Não sei o que melhorar",1,0,38,1,6,Multinacional,PJ
369,21,Masculino,RJ,"Engenharia da Computação",2025,0,"Curso de Frontend","Certificado Oracle",PHP,Django,12,135,25,9,8,0,"Despreparo técnico",0,0,7,1,4,Multinacional,Freelancer
370,18,Feminino,BA,"Redes de Computadores",2025,0,"Curso de Python","Certificado AWS",C#,Angular,0,97,10,18,14,0,"Mercado competitivo",1,0,12,0,7,"Empresa Média",CLT
371,25,Masculino,SC,"Ciência da Computação",2022,1,"Curso de Cloud","Certificado Azure",PHP,Django,19,168,22,13,1,0,"Pouco networking",0,1,23,1,7,Multinacional,Temporário
372,29,Feminino,RJ,"Ciência da Computação",2021,1,"Curso de SQL","Certificado Oracle",JavaScript,Laravel,19,110,11,9,16,0,"Despreparo técnico",1,1,48,0,1,Multinacional,Freelancer
373,31,Feminino,MG,"Ciência da Computação",2024,1,"Curso de Frontend","Certificado Google",C#,.NET,8,58,13,18,10,0,"Mercado competitivo",1,1,33,1,4,"Órgão Público",Temporário
374,19,Masculino,DF,"Redes de Computadores",2016,0,"Curso de Cloud","Certificado Azure",Ruby,React,1,194,21,32,2,1,"Falta de experiência",1,0,14,0,11,"Órgão Público",Freelancer
375,27,Feminino,SC,"Ciência da Computação",2019,1,"Curso de Frontend","Certificado AWS",Python,React,4,131,23,47,7,0,"Falta de experiência",0,1,27,1,2,Multinacional,PJ
376,27,Masculino,SC,"Redes de Computadores",2021,1,"Curso de SQL","Certificado AWS",PHP,Spring,18,42,22,8,12,0,"Mercado competitivo",0,0,9,1,6,Startup,Temporário
377,28,Masculino,RS,"Redes de Computadores",2016,1,"Curso de Frontend","Certificado Azure",PHP,Angular,1,132,4,36,4,1,"Despreparo técnico",1,0,28,1,2,Multinacional,Temporário
378,31,Feminino,DF,"Redes de Computadores",2021,0,"Curso de SQL","Certificado Azure",Python,React,13,86,14,9,9,1,"Mercado competitivo",1,0,30,1,8,"Empresa Média",CLT
379,25,Masculino,PR,"Ciência da Computação",2020,1,"Curso de Cloud","Certificado AWS",C#,React,11,37,13,36,5,0,"Mercado competitivo",1,1,9,0,3,"Grande Empresa",Temporário
380,30,Masculino,RS,"Ciência da Computação",2020,1,Nenhum,Nenhum,Python,Node.js,4,24,2,1,18,0,"Despreparo técnico",0,1,5,1,10,Startup,Estágio
381,26,Outro,PR,"Engenharia da Computação",2024,0,"Curso de Dados","Certificado Google",Python,Angular,20,142,0,49,17,0,"Despreparo técnico",1,1,21,1,7,Multinacional,Temporário
382,23,Outro,DF,"Sistemas de Informação",2025,1,"Curso de Cloud","Certificado Oracle",Ruby,Spring,3,45,19,26,15,0,"Despreparo técnico",0,1,44,1,8,"Empresa Média",Estágio
383,31,Outro,SC,"Redes de Computadores",2015,1,"Curso de Frontend","Certificado Oracle",JavaScript,.NET,19,179,1,23,5,1,"Não sei o que melhorar",1,0,35,0,11,Startup,Temporário
384,27,Outro,RS,"Engenharia da Computação",2019,0,Nenhum,"Certificado Oracle",PHP,Laravel,13,40,11,16,9,0,"Pouco networking",1,1,25,1,4,Multinacional,Estágio
385,26,Masculino,RJ,"Ciência da Computação",2016,0,"Curso de SQL","Certificado AWS",Java,Django,1,37,23,15,4,0,"Mercado competitivo",1,1,47,0,6,Startup,Temporário
386,24,Outro,RS,"Engenharia da Computação",2015,1,"Curso de Cloud","Certificado AWS",TypeScript,Laravel,11,172,25,33,16,0,"Não sei o que melhorar",0,0,29,0,4,"Empresa Média",PJ
387,30,Masculino,RJ,"Ciência da Computação",2016,0,"Curso de Dados","Certificado Google",TypeScript,Django,9,26,12,36,7,1,"Despreparo técnico",1,1,34,0,6,"Órgão Público",CLT
388,32,Feminino,BA,"Engenharia da Computação",2021,0,"Curso de Frontend","Certificado Oracle",PHP,.NET,9,124,27,36,17,0,"Despreparo técnico",1,1,15,1,3,Startup,PJ
389,30,Masculino,DF,"Sistemas de Informação",2018,1,Nenhum,Nenhum,Java,Spring,1,140,9,22,5,0,"Não sei o que melhorar",1,1,2,0,1,Startup,PJ
390,28,Masculino,SC,"Análise de Sistemas",2023,1,"Curso de Python","Certificado Oracle",Java,Spring,10,82,21,20,17,0,"Falta de experiência",0,0,40,1,7,Startup,Temporário
391,31,Outro,PR,"Análise de Sistemas",2017,0,Nenhum,"Certificado Oracle",C#,Node.js,18,162,21,9,14,0,"Mercado competitivo",1,0,26,1,6,"Empresa Média",PJ
392,31,Masculino,PR,"Análise de Sistemas",2019,1,"Curso de Cloud","Certificado AWS",Python,Laravel,22,36,3,47,9,0,"Não sei o que melhorar",0,0,37,0,10,"Empresa Média",CLT
393,23,Outro,SC,"Análise de Sistemas",2024,1,"Curso de Dados","Certificado AWS",PHP,Laravel,1,172,5,17,4,1,"Falta de experiência",1,0,49,0,6,Multinacional,CLT
394,24,Outro,SP,"Análise de Sistemas",2023,1,"Curso de Frontend","Certificado AWS",Python,Angular,22,1,6,49,6,1,"Mercado competitivo",1,0,36,1,8,Multinacional,Freelancer
395,22,Outro,BA,"Redes de Computadores",2021,1,"Curso de Dados","Certificado AWS",PHP,Laravel,0,161,28,14,11,0,"Não sei o que melhorar",1,0,3,1,4,"Órgão Público",PJ
396,29,Masculino,PE,"Ciência da Computação",2020,0,"Curso de Python","Certificado Azure",JavaScript,React,23,156,27,13,11,1,"Pouco networking",0,0,10,1,9,"Grande Empresa",CLT
397,31,Masculino,SC,"Sistemas de Informação",2015,0,Nenhum,Nenhum,Java,.NET,19,141,1,5,7,0,"Não sei o que melhorar",1,0,31,0,5,"Grande Empresa",Freelancer
398,29,Outro,PR,"Sistemas de Informação",2022,1,"Curso de Cloud","Certificado AWS",TypeScript,Flutter,14,77,2,16,7,1,"Pouco networking",1,0,46,0,6,"Órgão Público",PJ
399,32,Outro,BA,"Ciência da Computação",2025,1,"Curso de Dados","Certificado Google",C#,Spring,19,64,6,4,16,1,"Pouco networking",1,1,8,1,3,"Grande Empresa",PJ
400,28,Feminino,DF,"Engenharia da Computação",2025,1,"Curso de Frontend","Certificado Oracle",JavaScript,Node.js,6,89,14,1,14,0,"Pouco networking",0,0,30,1,10,"Empresa Média",Estágio
